timestamp	event	status	fixture	receipt
2026-09-12T04:30:22.124266+00:00	task_start	started	false	/var/tmp/forge/measure-longctx/sessions/attempt4/AC-claude-opus-5/05-R-01-core-discovery-require-edn
2026-09-12T04:30:31.893854+00:00	task_end	completed	false	/var/tmp/forge/measure-longctx/sessions/attempt4/AC-claude-sonnet-5/09-I-01-mission-cli-stale/result.edn
2026-09-12T04:30:31.893979+00:00	task_start	started	false	/var/tmp/forge/measure-longctx/sessions/attempt4/AC-claude-sonnet-5/10-I-02-mission-cli-admitted-profiles
2026-09-12T04:30:57.610992+00:00	task_end	completed	false	/var/tmp/forge/measure-longctx/sessions/attempt4/AC-claude-opus-5/05-R-01-core-discovery-require-edn/result.edn
2026-09-12T04:30:57.611116+00:00	task_start	started	false	/var/tmp/forge/measure-longctx/sessions/attempt4/AC-claude-opus-5/06-R-02-recovery-require-measured
2026-09-12T04:31:19.583685+00:00	task_end	completed	false	/var/tmp/forge/measure-longctx/sessions/attempt4/AC-claude-opus-5/06-R-02-recovery-require-measured/result.edn
2026-09-12T04:31:19.583841+00:00	task_start	started	false	/var/tmp/forge/measure-longctx/sessions/attempt4/AC-claude-opus-5/07-R-03-workspace-string-alias
2026-09-12T04:31:44.299600+00:00	task_end	completed	false	/var/tmp/forge/measure-longctx/sessions/attempt4/AC-claude-sonnet-5/10-I-02-mission-cli-admitted-profiles/result.edn
2026-09-12T04:31:44.299721+00:00	task_start	started	false	/var/tmp/forge/measure-longctx/sessions/attempt4/AC-claude-sonnet-5/11-I-03-heap-sample-retention
2026-09-12T04:31:47.643953+00:00	task_end	completed	false	/var/tmp/forge/measure-longctx/sessions/attempt4/AC-claude-opus-5/07-R-03-workspace-string-alias/result.edn
2026-09-12T04:31:47.644078+00:00	task_start	started	false	/var/tmp/forge/measure-longctx/sessions/attempt4/AC-claude-opus-5/08-R-04-namespace-split-require-cheshire
2026-09-12T04:32:09.033341+00:00	task_end	completed	false	/var/tmp/forge/measure-longctx/sessions/attempt4/AC-claude-opus-5/08-R-04-namespace-split-require-cheshire/result.edn
2026-09-12T04:32:09.033463+00:00	task_start	started	false	/var/tmp/forge/measure-longctx/sessions/attempt4/AC-claude-opus-5/09-I-01-mission-cli-stale
2026-09-12T04:32:11.791036+00:00	task_end	completed	false	/var/tmp/forge/measure-longctx/sessions/attempt4/AC-claude-sonnet-5/11-I-03-heap-sample-retention/result.edn
2026-09-12T04:32:11.791170+00:00	task_start	started	false	/var/tmp/forge/measure-longctx/sessions/attempt4/AC-claude-sonnet-5/12-I-04-mission-display-decision-view
2026-09-12T04:33:00.180052+00:00	task_end	completed	false	/var/tmp/forge/measure-longctx/sessions/attempt4/AC-claude-sonnet-5/12-I-04-mission-display-decision-view/result.edn
