3797098:
 num     #instances         #bytes  class name (module)
3264:             1             16  clojure.core$reset_BANG_
3265:             1             16  clojure.core$reset_meta_BANG_
3266:             1             16  clojure.core$reset_vals_BANG_
3267:             1             16  clojure.core$resolve
3268:             1             16  clojure.core$rest__5474
3269:             1             16  clojure.core$restart_agent
3270:             1             16  clojure.core$resultset_seq
3271:             1             16  clojure.core$reverse
3272:             1             16  clojure.core$reversible_QMARK_
3273:             1             16  clojure.core$root_directory
3274:             1             16  clojure.core$root_resource
3275:             1             16  clojure.core$rseq
3276:             1             16  clojure.core$rsubseq
3277:             1             16  clojure.core$run_BANG_
3278:             1             16  clojure.core$satisfies_QMARK_
3279:             1             16  clojure.core$second__5478
3280:             1             16  clojure.core$select_keys
3281:             1             16  clojure.core$send
3282:             1             16  clojure.core$send_off
3283:             1             16  clojure.core$send_via
3284:             1             16  clojure.core$seq_QMARK___5492
3285:             1             16  clojure.core$seq__5488
3286:             1             16  clojure.core$seq_to_map_for_destructuring
3287:             1             16  clojure.core$seqable_QMARK_
3288:             1             16  clojure.core$seque
3289:             1             16  clojure.core$sequence
3290:             1             16  clojure.core$sequential_QMARK_
3291:             1             16  clojure.core$serialized_require
3292:             1             16  clojure.core$set
3293:             1             16  clojure.core$set_QMARK_
3294:             1             16  clojure.core$set_agent_send_executor_BANG_
3295:             1             16  clojure.core$set_agent_send_off_executor_BANG_
3296:             1             16  clojure.core$set_error_handler_BANG_
3297:             1             16  clojure.core$set_error_mode_BANG_
3298:             1             16  clojure.core$set_validator_BANG_
3299:             1             16  clojure.core$setup_reference
3300:             1             16  clojure.core$shift_mask
3301:             1             16  clojure.core$short
3302:             1             16  clojure.core$short__inliner__6153
3303:             1             16  clojure.core$short_array
3304:             1             16  clojure.core$short_array__inliner__6595
3305:             1             16  clojure.core$shorts
3306:             1             16  clojure.core$shorts__6636
3307:             1             16  clojure.core$shuffle
3308:             1             16  clojure.core$shutdown_agents
3309:             1             16  clojure.core$sigs
3310:             1             16  clojure.core$simple_ident_QMARK_
3311:             1             16  clojure.core$simple_keyword_QMARK_
3312:             1             16  clojure.core$simple_symbol_QMARK_
3313:             1             16  clojure.core$slurp
3314:             1             16  clojure.core$some
3315:             1             16  clojure.core$some_QMARK_
3316:             1             16  clojure.core$some__GT_
3317:             1             16  clojure.core$some__GT__GT_
3318:             1             16  clojure.core$some_fn
3319:             1             16  clojure.core$sort
3320:             1             16  clojure.core$sort_by
3321:             1             16  clojure.core$sorted_QMARK_
3322:             1             16  clojure.core$sorted_map
3323:             1             16  clojure.core$sorted_map_by
3324:             1             16  clojure.core$sorted_set
3325:             1             16  clojure.core$sorted_set_by
3326:             1             16  clojure.core$special_symbol_QMARK_
3327:             1             16  clojure.core$spit
3328:             1             16  clojure.core$split_at
3329:             1             16  clojure.core$split_with
3330:             1             16  clojure.core$splitv_at
3331:             1             16  clojure.core$spread
3332:             1             16  clojure.core$str
3333:             1             16  clojure.core$stream_into_BANG_
3334:             1             16  clojure.core$stream_reduce_BANG_
3335:             1             16  clojure.core$stream_seq_BANG_
3336:             1             16  clojure.core$stream_transduce_BANG_
3337:             1             16  clojure.core$string_QMARK___5496
3338:             1             16  clojure.core$strip_ns
3339:             1             16  clojure.core$struct
3340:             1             16  clojure.core$struct_map
3341:             1             16  clojure.core$subs
3342:             1             16  clojure.core$subseq
3343:             1             16  clojure.core$subvec
3344:             1             16  clojure.core$super_chain
3345:             1             16  clojure.core$supers
3346:             1             16  clojure.core$swap_BANG_
3347:             1             16  clojure.core$swap_vals_BANG_
3348:             1             16  clojure.core$symbol
3349:             1             16  clojure.core$symbol_QMARK_
3350:             1             16  clojure.core$sync
3351:             1             16  clojure.core$tagged_literal
3352:             1             16  clojure.core$tagged_literal_QMARK_
3353:             1             16  clojure.core$take
3354:             1             16  clojure.core$take_last
3355:             1             16  clojure.core$take_nth
3356:             1             16  clojure.core$take_while
3357:             1             16  clojure.core$tap_GT_
3358:             1             16  clojure.core$test
3359:             1             16  clojure.core$the_array_class
3360:             1             16  clojure.core$the_class
3361:             1             16  clojure.core$the_ns
3362:             1             16  clojure.core$thread_bound_QMARK_
3363:             1             16  clojure.core$throw_if
3364:             1             16  clojure.core$time
3365:             1             16  clojure.core$to_array
3366:             1             16  clojure.core$to_array_2d
3367:             1             16  clojure.core$trampoline
3368:             1             16  clojure.core$transduce
3369:             1             16  clojure.core$transient
3370:             1             16  clojure.core$tree_seq
3371:             1             16  clojure.core$true_QMARK_
3372:             1             16  clojure.core$type
3373:             1             16  clojure.core$unchecked_add
3374:             1             16  clojure.core$unchecked_add__inliner__5685
3375:             1             16  clojure.core$unchecked_add_int
3376:             1             16  clojure.core$unchecked_add_int__inliner__5682
3377:             1             16  clojure.core$unchecked_byte
3378:             1             16  clojure.core$unchecked_byte__inliner__6162
3379:             1             16  clojure.core$unchecked_char
3380:             1             16  clojure.core$unchecked_char__inliner__6168
3381:             1             16  clojure.core$unchecked_dec
3382:             1             16  clojure.core$unchecked_dec__inliner__5673
3383:             1             16  clojure.core$unchecked_dec_int
3384:             1             16  clojure.core$unchecked_dec_int__inliner__5670
3385:             1             16  clojure.core$unchecked_divide_int
3386:             1             16  clojure.core$unchecked_divide_int__inliner__5700
3387:             1             16  clojure.core$unchecked_double
3388:             1             16  clojure.core$unchecked_double__inliner__6180
3389:             1             16  clojure.core$unchecked_float
3390:             1             16  clojure.core$unchecked_float__inliner__6177
3391:             1             16  clojure.core$unchecked_inc
3392:             1             16  clojure.core$unchecked_inc__inliner__5667
3393:             1             16  clojure.core$unchecked_inc_int
3394:             1             16  clojure.core$unchecked_inc_int__inliner__5664
3395:             1             16  clojure.core$unchecked_int
3396:             1             16  clojure.core$unchecked_int__inliner__6171
3397:             1             16  clojure.core$unchecked_long
3398:             1             16  clojure.core$unchecked_long__inliner__6174
3399:             1             16  clojure.core$unchecked_multiply
3400:             1             16  clojure.core$unchecked_multiply__inliner__5697
3401:             1             16  clojure.core$unchecked_multiply_int
3402:             1             16  clojure.core$unchecked_multiply_int__inliner__5694
3403:             1             16  clojure.core$unchecked_negate
3404:             1             16  clojure.core$unchecked_negate__inliner__5679
3405:             1             16  clojure.core$unchecked_negate_int
3406:             1             16  clojure.core$unchecked_negate_int__inliner__5676
3407:             1             16  clojure.core$unchecked_remainder_int
3408:             1             16  clojure.core$unchecked_remainder_int__inliner__5703
3409:             1             16  clojure.core$unchecked_short
3410:             1             16  clojure.core$unchecked_short__inliner__6165
3411:             1             16  clojure.core$unchecked_subtract
3412:             1             16  clojure.core$unchecked_subtract__inliner__5691
3413:             1             16  clojure.core$unchecked_subtract_int
3414:             1             16  clojure.core$unchecked_subtract_int__inliner__5688
3415:             1             16  clojure.core$underive
3416:             1             16  clojure.core$unreduced
3417:             1             16  clojure.core$unsigned_bit_shift_right
3418:             1             16  clojure.core$unsigned_bit_shift_right__inliner__5736
3419:             1             16  clojure.core$update
3420:             1             16  clojure.core$update_in
3421:             1             16  clojure.core$update_keys
3422:             1             16  clojure.core$update_proxy
3423:             1             16  clojure.core$update_vals
3424:             1             16  clojure.core$uri_QMARK_
3425:             1             16  clojure.core$use
3426:             1             16  clojure.core$uuid_QMARK_
3427:             1             16  clojure.core$val
3428:             1             16  clojure.core$valid_java_method_name
3429:             1             16  clojure.core$validate_fields
3430:             1             16  clojure.core$validate_generate_class_options
3431:             1             16  clojure.core$vals
3432:             1             16  clojure.core$var_QMARK_
3433:             1             16  clojure.core$var_get
3434:             1             16  clojure.core$var_set
3435:             1             16  clojure.core$vary_meta
3436:             1             16  clojure.core$vec
3437:             1             16  clojure.core$vector
3438:             1             16  clojure.core$vector_QMARK___5500
3439:             1             16  clojure.core$vector_of
3440:             1             16  clojure.core$volatile_BANG_
3441:             1             16  clojure.core$volatile_QMARK_
3442:             1             16  clojure.core$vreset_BANG_
3443:             1             16  clojure.core$vswap_BANG_
3444:             1             16  clojure.core$when
3445:             1             16  clojure.core$when_class
3446:             1             16  clojure.core$when_first
3447:             1             16  clojure.core$when_let
3448:             1             16  clojure.core$when_not
3449:             1             16  clojure.core$when_some
3450:             1             16  clojure.core$while
3451:             1             16  clojure.core$with_bindings
3452:             1             16  clojure.core$with_bindings_STAR_
3453:             1             16  clojure.core$with_in_str
3454:             1             16  clojure.core$with_loading_context
3455:             1             16  clojure.core$with_local_vars
3456:             1             16  clojure.core$with_meta__5506
3457:             1             16  clojure.core$with_open
3458:             1             16  clojure.core$with_out_str
3459:             1             16  clojure.core$with_precision
3460:             1             16  clojure.core$with_redefs
3461:             1             16  clojure.core$with_redefs_fn
3462:             1             16  clojure.core$xml_seq
3463:             1             16  clojure.core$zero_QMARK_
3464:             1             16  clojure.core$zero_QMARK___inliner__5604
3465:             1             16  clojure.core$zipmap
3466:             1             16  clojure.core.protocols$fn__8207
3467:             1             16  clojure.core.protocols$fn__8207$G__8203__8213
3468:             1             16  clojure.core.protocols$fn__8233
3469:             1             16  clojure.core.protocols$fn__8233$G__8229__8237
3470:             1             16  clojure.core.protocols$fn__8254
3471:             1             16  clojure.core.protocols$fn__8256
3472:             1             16  clojure.core.protocols$fn__8258
3473:             1             16  clojure.core.protocols$fn__8260
3474:             1             16  clojure.core.protocols$fn__8262
3475:             1             16  clojure.core.protocols$fn__8264
3476:             1             16  clojure.core.protocols$fn__8266
3477:             1             16  clojure.core.protocols$fn__8268
3478:             1             16  clojure.core.protocols$fn__8270
3479:             1             16  clojure.core.protocols$fn__8272
3480:             1             16  clojure.core.protocols$fn__8274
3481:             1             16  clojure.core.protocols$fn__8277
3482:             1             16  clojure.core.protocols$fn__8279
3483:             1             16  clojure.core.protocols$fn__8287
3484:             1             16  clojure.core.protocols$fn__8287$G__8283__8291
3485:             1             16  clojure.core.protocols$fn__8307
3486:             1             16  clojure.core.protocols$fn__8307$G__8303__8309
3487:             1             16  clojure.core.protocols$fn__8322
3488:             1             16  clojure.core.protocols$fn__8324
3489:             1             16  clojure.core.protocols$fn__8331
3490:             1             16  clojure.core.protocols$fn__8331$G__8327__8335
3491:             1             16  clojure.core.protocols$fn__8350
3492:             1             16  clojure.core.protocols$interface_or_naive_reduce
3493:             1             16  clojure.core.protocols$iter_reduce
3494:             1             16  clojure.core.protocols$iterator_reduce_BANG_
3495:             1             16  clojure.core.protocols$naive_seq_reduce
3496:             1             16  clojure.core.protocols$seq_reduce
3497:             1             16  clojure.core.server$accept_connection
3498:             1             16  clojure.core.server$ex__GT_data
3499:             1             16  clojure.core.server$io_prepl
3500:             1             16  clojure.core.server$parse_props
3501:             1             16  clojure.core.server$prepl
3502:             1             16  clojure.core.server$remote_prepl
3503:             1             16  clojure.core.server$repl
3504:             1             16  clojure.core.server$repl_init
3505:             1             16  clojure.core.server$repl_read
3506:             1             16  clojure.core.server$required
3507:             1             16  clojure.core.server$resolve_fn
3508:             1             16  clojure.core.server$start_server
3509:             1             16  clojure.core.server$start_servers
3510:             1             16  clojure.core.server$stop_server
3511:             1             16  clojure.core.server$stop_servers
3512:             1             16  clojure.core.server$thread
3513:             1             16  clojure.core.server$validate_opts
3514:             1             16  clojure.core.server$with_lock
3515:             1             16  clojure.core.specs.alpha$even_number_of_forms_QMARK_
3516:             1             16  clojure.core.specs.alpha$fn__100
3517:             1             16  clojure.core.specs.alpha$fn__102
3518:             1             16  clojure.core.specs.alpha$fn__105
3519:             1             16  clojure.core.specs.alpha$fn__108
3520:             1             16  clojure.core.specs.alpha$fn__110
3521:             1             16  clojure.core.specs.alpha$fn__113
3522:             1             16  clojure.core.specs.alpha$fn__115
3523:             1             16  clojure.core.specs.alpha$fn__117$fn__119
3524:             1             16  clojure.core.specs.alpha$fn__117$fn__121
3525:             1             16  clojure.core.specs.alpha$fn__12
3526:             1             16  clojure.core.specs.alpha$fn__15
3527:             1             16  clojure.core.specs.alpha$fn__18
3528:             1             16  clojure.core.specs.alpha$fn__21
3529:             1             16  clojure.core.specs.alpha$fn__24
3530:             1             16  clojure.core.specs.alpha$fn__26
3531:             1             16  clojure.core.specs.alpha$fn__29
3532:             1             16  clojure.core.specs.alpha$fn__31
3533:             1             16  clojure.core.specs.alpha$fn__34
3534:             1             16  clojure.core.specs.alpha$fn__37
3535:             1             16  clojure.core.specs.alpha$fn__40
3536:             1             16  clojure.core.specs.alpha$fn__44
3537:             1             16  clojure.core.specs.alpha$fn__47
3538:             1             16  clojure.core.specs.alpha$fn__50
3539:             1             16  clojure.core.specs.alpha$fn__52
3540:             1             16  clojure.core.specs.alpha$fn__54$fn__56
3541:             1             16  clojure.core.specs.alpha$fn__54$fn__58
3542:             1             16  clojure.core.specs.alpha$fn__67
3543:             1             16  clojure.core.specs.alpha$fn__69$fn__71
3544:             1             16  clojure.core.specs.alpha$fn__69$fn__73
3545:             1             16  clojure.core.specs.alpha$fn__81$fn__83
3546:             1             16  clojure.core.specs.alpha$fn__81$fn__85
3547:             1             16  clojure.core.specs.alpha$fn__94
3548:             1             16  clojure.core.specs.alpha$fn__97
3549:             1             16  clojure.core.specs.alpha$quotable
3550:             1             16  clojure.data.json$__GT_hex_string
3551:             1             16  clojure.data.json$_read
3552:             1             16  clojure.data.json$_read1
3553:             1             16  clojure.data.json$codepoint
3554:             1             16  clojure.data.json$codepoint_case
3555:             1             16  clojure.data.json$codepoint_clause
3556:             1             16  clojure.data.json$default_sql_date__GT_instant_fn
3557:             1             16  clojure.data.json$default_value_fn
3558:             1             16  clojure.data.json$default_write_fn
3559:             1             16  clojure.data.json$default_write_key_fn
3560:             1             16  clojure.data.json$eof_array_exception
3561:             1             16  clojure.data.json$eof_object_exception
3562:             1             16  clojure.data.json$eval14761$__GT_ReaderPBR__14763
3563:             1             16  clojure.data.json$eval14766$__GT_StringPBR__14768
3564:             1             16  clojure.data.json$eval14867$fn__14868
3565:             1             16  clojure.data.json$eval14867$fn__14868$G__14859__14872
3566:             1             16  clojure.data.json$invalid_array_exception
3567:             1             16  clojure.data.json$invalid_key_exception
3568:             1             16  clojure.data.json$json_str
3569:             1             16  clojure.data.json$next_token
3570:             1             16  clojure.data.json$object_colon_exception
3571:             1             16  clojure.data.json$on_extra_throw
3572:             1             16  clojure.data.json$on_extra_throw_remaining
3573:             1             16  clojure.data.json$pprint
3574:             1             16  clojure.data.json$pprint_array
3575:             1             16  clojure.data.json$pprint_dispatch
3576:             1             16  clojure.data.json$pprint_generic
3577:             1             16  clojure.data.json$pprint_json
3578:             1             16  clojure.data.json$pprint_object
3579:             1             16  clojure.data.json$print_json
3580:             1             16  clojure.data.json$pushback_pbr
3581:             1             16  clojure.data.json$read
3582:             1             16  clojure.data.json$read_array
3583:             1             16  clojure.data.json$read_array_STAR_
3584:             1             16  clojure.data.json$read_decimal
3585:             1             16  clojure.data.json$read_escaped_char
3586:             1             16  clojure.data.json$read_hex_char
3587:             1             16  clojure.data.json$read_integer
3588:             1             16  clojure.data.json$read_json
3589:             1             16  clojure.data.json$read_key
3590:             1             16  clojure.data.json$read_number
3591:             1             16  clojure.data.json$read_object
3592:             1             16  clojure.data.json$read_quoted_string
3593:             1             16  clojure.data.json$read_str
3594:             1             16  clojure.data.json$slow_read_string
3595:             1             16  clojure.data.json$slow_write_string
3596:             1             16  clojure.data.json$string_pbr
3597:             1             16  clojure.data.json$write
3598:             1             16  clojure.data.json$write_array
3599:             1             16  clojure.data.json$write_bignum
3600:             1             16  clojure.data.json$write_date
3601:             1             16  clojure.data.json$write_double
3602:             1             16  clojure.data.json$write_float
3603:             1             16  clojure.data.json$write_generic
3604:             1             16  clojure.data.json$write_indent
3605:             1             16  clojure.data.json$write_instant
3606:             1             16  clojure.data.json$write_json
3607:             1             16  clojure.data.json$write_named
3608:             1             16  clojure.data.json$write_null
3609:             1             16  clojure.data.json$write_object
3610:             1             16  clojure.data.json$write_plain
3611:             1             16  clojure.data.json$write_ratio
3612:             1             16  clojure.data.json$write_sql_date
3613:             1             16  clojure.data.json$write_str
3614:             1             16  clojure.data.json$write_string
3615:             1             16  clojure.data.json$write_uuid
3616:             1             16  clojure.edn$read
3617:             1             16  clojure.edn$read_string
3618:             1             16  clojure.instant$construct_calendar
3619:             1             16  clojure.instant$construct_date
3620:             1             16  clojure.instant$construct_timestamp
3621:             1             16  clojure.instant$divisible_QMARK_
3622:             1             16  clojure.instant$fail
3623:             1             16  clojure.instant$fn__8484$fn__8485
3624:             1             16  clojure.instant$fn__8500$fn__8501
3625:             1             16  clojure.instant$indivisible_QMARK_
3626:             1             16  clojure.instant$leap_year_QMARK_
3627:             1             16  clojure.instant$parse_int
3628:             1             16  clojure.instant$parse_timestamp
3629:             1             16  clojure.instant$print_calendar
3630:             1             16  clojure.instant$print_date
3631:             1             16  clojure.instant$print_timestamp
3632:             1             16  clojure.instant$read_instant_calendar
3633:             1             16  clojure.instant$read_instant_date
3634:             1             16  clojure.instant$read_instant_timestamp
3635:             1             16  clojure.instant$validated
3636:             1             16  clojure.instant$verify
3637:             1             16  clojure.instant$zero_fill_right
3638:             1             16  clojure.java.io$append_QMARK_
3639:             1             16  clojure.java.io$as_relative_path
3640:             1             16  clojure.java.io$buffer_size
3641:             1             16  clojure.java.io$copy
3642:             1             16  clojure.java.io$delete_file
3643:             1             16  clojure.java.io$encoding
3644:             1             16  clojure.java.io$escaped_utf8_urlstring__GT_str
3645:             1             16  clojure.java.io$file
3646:             1             16  clojure.java.io$fn__11518
3647:             1             16  clojure.java.io$fn__11518$G__11514__11520
3648:             1             16  clojure.java.io$fn__11529
3649:             1             16  clojure.java.io$fn__11529$G__11512__11531
3650:             1             16  clojure.java.io$fn__11541
3651:             1             16  clojure.java.io$fn__11543
3652:             1             16  clojure.java.io$fn__11545
3653:             1             16  clojure.java.io$fn__11547
3654:             1             16  clojure.java.io$fn__11549
3655:             1             16  clojure.java.io$fn__11551
3656:             1             16  clojure.java.io$fn__11553
3657:             1             16  clojure.java.io$fn__11555
3658:             1             16  clojure.java.io$fn__11557
3659:             1             16  clojure.java.io$fn__11559
3660:             1             16  clojure.java.io$fn__11572
3661:             1             16  clojure.java.io$fn__11572$G__11562__11575
3662:             1             16  clojure.java.io$fn__11585
3663:             1             16  clojure.java.io$fn__11585$G__11568__11588
3664:             1             16  clojure.java.io$fn__11598
3665:             1             16  clojure.java.io$fn__11598$G__11564__11601
3666:             1             16  clojure.java.io$fn__11611
3667:             1             16  clojure.java.io$fn__11611$G__11566__11614
3668:             1             16  clojure.java.io$fn__11633
3669:             1             16  clojure.java.io$fn__11635
3670:             1             16  clojure.java.io$fn__11637
3671:             1             16  clojure.java.io$fn__11639
3672:             1             16  clojure.java.io$fn__11643
3673:             1             16  clojure.java.io$fn__11645
3674:             1             16  clojure.java.io$fn__11647
3675:             1             16  clojure.java.io$fn__11649
3676:             1             16  clojure.java.io$fn__11651
3677:             1             16  clojure.java.io$fn__11653
3678:             1             16  clojure.java.io$fn__11655
3679:             1             16  clojure.java.io$fn__11657
3680:             1             16  clojure.java.io$fn__11659
3681:             1             16  clojure.java.io$fn__11661
3682:             1             16  clojure.java.io$fn__11663
3683:             1             16  clojure.java.io$fn__11665
3684:             1             16  clojure.java.io$fn__11667
3685:             1             16  clojure.java.io$fn__11669
3686:             1             16  clojure.java.io$fn__11671
3687:             1             16  clojure.java.io$fn__11673
3688:             1             16  clojure.java.io$fn__11675
3689:             1             16  clojure.java.io$fn__11677
3690:             1             16  clojure.java.io$fn__11679
3691:             1             16  clojure.java.io$fn__11681
3692:             1             16  clojure.java.io$fn__11683
3693:             1             16  clojure.java.io$fn__11685
3694:             1             16  clojure.java.io$fn__11687$fn__11688
3695:             1             16  clojure.java.io$fn__11693
3696:             1             16  clojure.java.io$fn__11695
3697:             1             16  clojure.java.io$fn__11697
3698:             1             16  clojure.java.io$fn__11699
3699:             1             16  clojure.java.io$fn__11701
3700:             1             16  clojure.java.io$fn__11703
3701:             1             16  clojure.java.io$fn__11705
3702:             1             16  clojure.java.io$fn__11707
3703:             1             16  clojure.java.io$fn__11709
3704:             1             16  clojure.java.io$fn__11711
3705:             1             16  clojure.java.io$fn__11713
3706:             1             16  clojure.java.io$fn__11715
3707:             1             16  clojure.java.io$fn__11717
3708:             1             16  clojure.java.io$fn__11719
3709:             1             16  clojure.java.io$fn__11721
3710:             1             16  clojure.java.io$fn__11723
3711:             1             16  clojure.java.io$fn__11725
3712:             1             16  clojure.java.io$fn__11727
3713:             1             16  clojure.java.io$input_stream
3714:             1             16  clojure.java.io$inputstream__GT_reader
3715:             1             16  clojure.java.io$make_parents
3716:             1             16  clojure.java.io$output_stream
3717:             1             16  clojure.java.io$outputstream__GT_writer
3718:             1             16  clojure.java.io$reader
3719:             1             16  clojure.java.io$resource
3720:             1             16  clojure.java.io$writer
3721:             1             16  clojure.java.process$exec
3722:             1             16  clojure.java.process$exit_ref
3723:             1             16  clojure.java.process$fn__11922
3724:             1             16  clojure.java.process$from_file
3725:             1             16  clojure.java.process$io_task
3726:             1             16  clojure.java.process$start
3727:             1             16  clojure.java.process$stderr
3728:             1             16  clojure.java.process$stdin
3729:             1             16  clojure.java.process$stdout
3730:             1             16  clojure.java.process$to_file
3731:             1             16  clojure.java.shell$aconcat
3732:             1             16  clojure.java.shell$as_env_strings
3733:             1             16  clojure.java.shell$parse_args
3734:             1             16  clojure.java.shell$sh
3735:             1             16  clojure.java.shell$stream_to_bytes
3736:             1             16  clojure.java.shell$stream_to_enc
3737:             1             16  clojure.java.shell$stream_to_string
3738:             1             16  clojure.java.shell$with_sh_dir
3739:             1             16  clojure.java.shell$with_sh_env
3740:             1             16  clojure.lang.APersistentMap$1
3741:             1             16  clojure.lang.APersistentMap$2
3742:             1             16  clojure.lang.APersistentMap$3
3743:             1             16  clojure.lang.Compiler$AssignExpr$Parser
3744:             1             16  clojure.lang.Compiler$BodyExpr$Parser
3745:             1             16  clojure.lang.Compiler$CaseExpr$Parser
3746:             1             16  clojure.lang.Compiler$ConstantExpr$Parser
3747:             1             16  clojure.lang.Compiler$DefExpr$Parser
3748:             1             16  clojure.lang.Compiler$HostExpr$Parser
3749:             1             16  clojure.lang.Compiler$IfExpr$Parser
3750:             1             16  clojure.lang.Compiler$ImportExpr$Parser
3751:             1             16  clojure.lang.Compiler$LetFnExpr$Parser
3752:             1             16  clojure.lang.Compiler$MapExpr
3753:             1             16  clojure.lang.Compiler$MonitorEnterExpr$Parser
3754:             1             16  clojure.lang.Compiler$MonitorExitExpr$Parser
3755:             1             16  clojure.lang.Compiler$NewExpr$Parser
3756:             1             16  clojure.lang.Compiler$NewInstanceExpr$DeftypeParser
3757:             1             16  clojure.lang.Compiler$NewInstanceExpr$ReifyParser
3758:             1             16  clojure.lang.Compiler$NilExpr
3759:             1             16  clojure.lang.Compiler$RecurExpr$Parser
3760:             1             16  clojure.lang.Compiler$TheVarExpr$Parser
3761:             1             16  clojure.lang.Compiler$ThrowExpr$Parser
3762:             1             16  clojure.lang.Compiler$TryExpr$Parser
3763:             1             16  clojure.lang.EdnReader$CharacterReader
3764:             1             16  clojure.lang.EdnReader$CommentReader
3765:             1             16  clojure.lang.EdnReader$DiscardReader
3766:             1             16  clojure.lang.EdnReader$DispatchReader
3767:             1             16  clojure.lang.EdnReader$ListReader
3768:             1             16  clojure.lang.EdnReader$MapReader
3769:             1             16  clojure.lang.EdnReader$NamespaceMapReader
3770:             1             16  clojure.lang.EdnReader$SetReader
3771:             1             16  clojure.lang.EdnReader$StringReader
3772:             1             16  clojure.lang.EdnReader$SymbolicValueReader
3773:             1             16  clojure.lang.EdnReader$TaggedReader
3774:             1             16  clojure.lang.EdnReader$UnreadableReader
3775:             1             16  clojure.lang.EdnReader$VectorReader
3776:             1             16  clojure.lang.LispReader$ArgReader
3777:             1             16  clojure.lang.LispReader$CharacterReader
3778:             1             16  clojure.lang.LispReader$ConditionalReader
3779:             1             16  clojure.lang.LispReader$CtorReader
3780:             1             16  clojure.lang.LispReader$DiscardReader
3781:             1             16  clojure.lang.LispReader$DispatchReader
3782:             1             16  clojure.lang.LispReader$EvalReader
3783:             1             16  clojure.lang.LispReader$FnReader
3784:             1             16  clojure.lang.LispReader$ListReader
3785:             1             16  clojure.lang.LispReader$MapReader
3786:             1             16  clojure.lang.LispReader$NamespaceMapReader
3787:             1             16  clojure.lang.LispReader$RegexReader
3788:             1             16  clojure.lang.LispReader$SetReader
3789:             1             16  clojure.lang.LispReader$SymbolicValueReader
3790:             1             16  clojure.lang.LispReader$SyntaxQuoteReader
3791:             1             16  clojure.lang.LispReader$UnquoteReader
3792:             1             16  clojure.lang.LispReader$UnreadableReader
3793:             1             16  clojure.lang.LispReader$VarReader
3794:             1             16  clojure.lang.LispReader$VectorReader
3795:             1             16  clojure.lang.Numbers$BigDecimalOps
3796:             1             16  clojure.lang.Numbers$BigIntOps
3797:             1             16  clojure.lang.Numbers$DoubleOps
3798:             1             16  clojure.lang.Numbers$LongOps
3799:             1             16  clojure.lang.Numbers$RatioOps
3800:             1             16  clojure.lang.PersistentHashMap$1
3801:             1             16  clojure.lang.PersistentList$EmptyList
3802:             1             16  clojure.lang.PersistentList$Primordial
3803:             1             16  clojure.lang.PersistentVector$1
3804:             1             16  clojure.lang.RT$1
3805:             1             16  clojure.lang.RT$2
3806:             1             16  clojure.lang.RT$3
3807:             1             16  clojure.lang.RT$DefaultComparator
3808:             1             16  clojure.lang.Reflector$$Lambda/0x00007fcb7c4e0248
3809:             1             16  clojure.lang.Util$1
3810:             1             16  clojure.lang.Util$2
3811:             1             16  clojure.lang.Util$3
3812:             1             16  clojure.lang.Util$4
3813:             1             16  clojure.lang.Var$1
3814:             1             16  clojure.lang.Var$2
3815:             1             16  clojure.lang.Var$3
3816:             1             16  clojure.main$core_class_QMARK_
3817:             1             16  clojure.main$demunge
3818:             1             16  clojure.main$err__GT_msg
3819:             1             16  clojure.main$eval_opt
3820:             1             16  clojure.main$ex_str
3821:             1             16  clojure.main$ex_triage
3822:             1             16  clojure.main$file_name
3823:             1             16  clojure.main$file_path
3824:             1             16  clojure.main$help_opt
3825:             1             16  clojure.main$init_dispatch
3826:             1             16  clojure.main$init_opt
3827:             1             16  clojure.main$initialize
3828:             1             16  clojure.main$java_loc__GT_source
3829:             1             16  clojure.main$legacy_repl
3830:             1             16  clojure.main$legacy_script
3831:             1             16  clojure.main$load_script
3832:             1             16  clojure.main$main
3833:             1             16  clojure.main$main_dispatch
3834:             1             16  clojure.main$main_opt
3835:             1             16  clojure.main$null_opt
3836:             1             16  clojure.main$renumbering_read
3837:             1             16  clojure.main$repl
3838:             1             16  clojure.main$repl_caught
3839:             1             16  clojure.main$repl_exception
3840:             1             16  clojure.main$repl_opt
3841:             1             16  clojure.main$repl_prompt
3842:             1             16  clojure.main$repl_read
3843:             1             16  clojure.main$report_error
3844:             1             16  clojure.main$root_cause
3845:             1             16  clojure.main$script_opt
3846:             1             16  clojure.main$skip_if_eol
3847:             1             16  clojure.main$skip_whitespace
3848:             1             16  clojure.main$stack_element_str
3849:             1             16  clojure.main$with_bindings
3850:             1             16  clojure.main$with_read_known
3851:             1             16  clojure.pprint$abort_QMARK_
3852:             1             16  clojure.pprint$absolute_reposition
3853:             1             16  clojure.pprint$absolute_tabulation
3854:             1             16  clojure.pprint$add_core_ns
3855:             1             16  clojure.pprint$add_english_scales
3856:             1             16  clojure.pprint$add_to_buffer
3857:             1             16  clojure.pprint$ancestor_QMARK_
3858:             1             16  clojure.pprint$base_str
3859:             1             16  clojure.pprint$binding_map
3860:             1             16  clojure.pprint$boolean_conditional
3861:             1             16  clojure.pprint$brackets
3862:             1             16  clojure.pprint$buffer_blob_QMARK_
3863:             1             16  clojure.pprint$buffer_length
3864:             1             16  clojure.pprint$c_write_char
3865:             1             16  clojure.pprint$capitalize_string
3866:             1             16  clojure.pprint$capitalize_word_writer
