3797098:
 num     #instances         #bytes  class name (module)
  69:          2270          54480  java.util.ImmutableCollections$List12 (java.base@21.0.11)
  70:          1396          44672  jdk.internal.util.WeakReferenceKey (java.base@21.0.11)
  71:           195          44512  [Z (java.base@21.0.11)
  72:          1017          40680  java.lang.invoke.MethodType (java.base@21.0.11)
  73:          2304          36864  clojure.lang.KeywordLookupSite
  74:          1524          36576  jdk.jfr.AnnotationElement (jdk.jfr@21.0.11)
  75:          1114          35648  java.lang.invoke.LambdaForm$Name (java.base@21.0.11)
  76:          1468          35232  jdk.jfr.internal.AnnotationConstruct (jdk.jfr@21.0.11)
  77:          1069          34208  java.util.Locale (java.base@21.0.11)
  78:          1069          34208  sun.util.locale.BaseLocale (java.base@21.0.11)
  79:          1050          33600  sun.util.locale.BaseLocale$Key (java.base@21.0.11)
  80:           780          31200  jdk.jfr.ValueDescriptor (jdk.jfr@21.0.11)
  81:           646          29104  [Ljava.lang.reflect.Field; (java.base@21.0.11)
  82:           847          27104  org.apache.tika.mime.Magic
  83:           350          26600  [Ljava.lang.ref.SoftReference; (java.base@21.0.11)
  84:           622          24880  sci.lang.Var
  85:           708          22656  com.sun.org.apache.xerces.internal.xni.QName (java.xml@21.0.11)
  86:           623          19936  clojure.lang.LazySeq
  87:           563          18016  clojure.lang.Cons
  88:           749          17976  java.util.Collections$SingletonList (java.base@21.0.11)
  89:           743          17832  java.lang.module.ModuleDescriptor$Exports (java.base@21.0.11)
  90:           727          17448  java.util.regex.Pattern$BmpCharProperty (java.base@21.0.11)
  91:           188          16544  jdk.jfr.internal.PlatformEventType (jdk.jfr@21.0.11)
  92:           513          16416  clojure.lang.PersistentHashSet
  93:           676          16224  org.eclipse.jetty.util.ArrayTrie$Node
  94:           404          16160  [Ljava.util.HashSet; (java.base@21.0.11)
  95:           404          16160  jdk.jfr.internal.Control (jdk.jfr@21.0.11)
  96:           195          15600  java.net.URI (java.base@21.0.11)
  97:           175          15400  java.util.regex.Pattern (java.base@21.0.11)
  98:           382          15280  java.lang.invoke.DirectMethodHandle (java.base@21.0.11)
  99:           299          14352  java.lang.invoke.LambdaForm (java.base@21.0.11)
 100:           304          14040  [Ljava.lang.invoke.LambdaForm$Name; (java.base@21.0.11)
 101:           571          13704  sun.reflect.annotation.AnnotationInvocationHandler (java.base@21.0.11)
 102:            84          13256  [Ljava.lang.invoke.MethodHandle; (java.base@21.0.11)
 103:           404          12928  jdk.jfr.SettingDescriptor (jdk.jfr@21.0.11)
 104:           512          12288  java.lang.Long (java.base@21.0.11)
 105:           298          11920  clojure.lang.APersistentVector$SubVector
 106:           182          11648  java.net.URL (java.base@21.0.11)
 107:           473          11352  java.util.ImmutableCollections$Set12 (java.base@21.0.11)
 108:           684          10944  java.util.HashSet (java.base@21.0.11)
 109:           341          10912  jdk.internal.math.FDBigInteger (java.base@21.0.11)
 110:           451          10824  java.util.ImmutableCollections$ListN (java.base@21.0.11)
 111:           224          10752  jdk.internal.ref.CleanerImpl$PhantomCleanableRef (java.base@21.0.11)
 112:           264          10560  sun.security.util.KnownOIDs (java.base@21.0.11)
 113:            74          10064  sun.nio.fs.UnixFileAttributes (java.base@21.0.11)
 114:           310           9920  java.lang.module.ModuleDescriptor$Requires (java.base@21.0.11)
 115:            95           9880  java.util.jar.JarFile$JarFileEntry (java.base@21.0.11)
 116:           404           9696  jdk.jfr.internal.EventControl$NamedControl (jdk.jfr@21.0.11)
 117:           394           9456  java.util.jar.Attributes$Name (java.base@21.0.11)
 118:             3           9248  [Ljava.util.Locale; (java.base@21.0.11)
 119:           371           8904  java.util.regex.Pattern$GroupTail (java.base@21.0.11)
 120:           370           8880  java.util.regex.Pattern$GroupHead (java.base@21.0.11)
 121:           219           8760  java.lang.invoke.BoundMethodHandle$Species_L (java.base@21.0.11)
 122:           133           8512  java.lang.module.ModuleDescriptor (java.base@21.0.11)
 123:           152           8512  java.nio.HeapByteBuffer (java.base@21.0.11)
 124:           265           8480  java.util.concurrent.atomic.LongAdder (java.base@21.0.11)
 125:           347           8328  java.util.Collections$UnmodifiableRandomAccessList (java.base@21.0.11)
 126:           205           8200  java.lang.invoke.BoundMethodHandle$Species_LL (java.base@21.0.11)
 127:           125           8000  java.util.zip.Inflater (java.base@21.0.11)
 128:           323           7752  java.lang.invoke.LambdaForm$NamedFunction (java.base@21.0.11)
 129:             9           7728  [Lorg.eclipse.jetty.util.ArrayTrie$Node;
 130:           311           7464  java.lang.Class$AnnotationData (java.base@21.0.11)
 131:           131           7336  jdk.internal.module.ModuleReferenceImpl (java.base@21.0.11)
 132:           305           7320  java.util.ImmutableCollections$SetN (java.base@21.0.11)
 133:           294           7056  java.util.regex.Pattern$$Lambda/0x800000029 (java.base@21.0.11)
 134:           143           6864  clojure.lang.MethodImplCache
 135:           212           6784  clojure.lang.Namespace
 136:           423           6768  java.util.HashMap$KeySet (java.base@21.0.11)
 137:           211           6752  java.lang.invoke.MethodTypeForm (java.base@21.0.11)
 138:           188           6016  jdk.jfr.internal.EventControl (jdk.jfr@21.0.11)
 139:           188           6016  jdk.jfr.internal.settings.EnabledSetting (jdk.jfr@21.0.11)
 140:            74           5920  java.util.zip.ZipFile$Source (java.base@21.0.11)
 141:           183           5856  jdk.jfr.internal.SettingsManager$InternalSetting (jdk.jfr@21.0.11)
 142:           244           5856  jdk.jfr.internal.settings.BooleanValue (jdk.jfr@21.0.11)
 143:           121           5808  java.lang.invoke.LambdaFormEditor$Transform (java.base@21.0.11)
 144:           239           5736  [Lorg.apache.tika.mime.Clause;
 145:           165           5280  java.util.regex.Pattern$Branch (java.base@21.0.11)
 146:           123           4920  java.util.WeakHashMap$Entry (java.base@21.0.11)
 147:           304           4864  java.util.regex.Pattern$$Lambda/0x800000028 (java.base@21.0.11)
 148:           200           4800  java.util.concurrent.CopyOnWriteArrayList (java.base@21.0.11)
 149:           165           4712  [Ljava.util.regex.Pattern$Node; (java.base@21.0.11)
 150:           192           4608  clojure.lang.KeywordLookupSite$1
 151:            96           4608  jdk.jfr.internal.Type (jdk.jfr@21.0.11)
 152:           114           4560  clojure.lang.PersistentTreeMap$BlackBranchVal
 153:           190           4560  jdk.internal.module.ServicesCatalog$ServiceProvider (java.base@21.0.11)
 154:           188           4512  jdk.jfr.EventType (jdk.jfr@21.0.11)
 155:            80           4480  java.io.FileCleanable (java.base@21.0.11)
 156:           112           4480  java.math.BigInteger (java.base@21.0.11)
 157:            91           4368  org.eclipse.jetty.http.HttpHeader
 158:            10           4240  [Lcom.sun.org.apache.xerces.internal.util.SymbolTable$Entry; (java.xml@21.0.11)
 159:            44           4224  [Lcom.sun.org.apache.xerces.internal.xni.QName; (java.xml@21.0.11)
 160:             4           4160  [Lclojure.lang.IFn;
 161:            59           4144  [J (java.base@21.0.11)
 162:            74           4144  java.util.jar.JarFile (java.base@21.0.11)
 163:             1           4112  [Ljava.nio.ByteBuffer; (java.base@21.0.11)
 164:           171           4104  java.util.LinkedHashMap$LinkedValues (java.base@21.0.11)
 165:           256           4096  java.lang.Byte (java.base@21.0.11)
 166:           256           4096  java.lang.Short (java.base@21.0.11)
 167:           127           4064  java.lang.Package (java.base@21.0.11)
 168:            84           4032  com.sun.org.apache.xerces.internal.util.XMLAttributesImpl$Attribute (java.xml@21.0.11)
 169:            80           3840  java.util.TreeMap (java.base@21.0.11)
 170:           239           3824  org.apache.tika.mime.AndClause
 171:           157           3768  clojure.lang.PersistentVector$Node
 172:            94           3760  java.util.TreeMap$Entry (java.base@21.0.11)
 173:            67           3752  malli.core$_simple_schema$reify__22762
 174:            31           3720  java.lang.Thread (java.base@21.0.11)
 175:           114           3648  clojure.lang.Delay
 176:            91           3640  java.lang.Package$VersionInfo (java.base@21.0.11)
 177:            10           3600  com.sun.org.apache.xerces.internal.impl.XMLNSDocumentScannerImpl (java.xml@21.0.11)
 178:            74           3552  jdk.internal.loader.URLClassPath$JarLoader (java.base@21.0.11)
 179:            55           3520  java.security.Provider$Service (java.base@21.0.11)
 180:           144           3456  com.sun.org.apache.xerces.internal.util.XMLStringBuffer (java.xml@21.0.11)
 181:            85           3400  java.io.FileDescriptor (java.base@21.0.11)
 182:           135           3240  java.security.Provider$ServiceKey (java.base@21.0.11)
 183:           135           3240  java.util.regex.Pattern$Slice (java.base@21.0.11)
 184:            66           3168  java.util.concurrent.locks.ReentrantReadWriteLock$NonfairSync (java.base@21.0.11)
 185:           132           3168  java.util.regex.Pattern$BmpCharPropertyGreedy (java.base@21.0.11)
 186:           131           3144  java.util.regex.Pattern$$Lambda/0x800000031 (java.base@21.0.11)
 187:           131           3144  jdk.internal.module.SystemModuleFinders$2 (java.base@21.0.11)
 188:            97           3104  java.util.zip.ZipFile$CleanableResource (java.base@21.0.11)
 189:            75           3000  java.io.RandomAccessFile (java.base@21.0.11)
 190:           125           3000  java.lang.module.ModuleDescriptor$Provides (java.base@21.0.11)
 191:           125           3000  java.util.zip.Inflater$InflaterZStreamRef (java.base@21.0.11)
 192:           124           2976  java.lang.module.ResolvedModule (java.base@21.0.11)
 193:            85           2720  java.io.File (java.base@21.0.11)
 194:           112           2688  com.sun.org.apache.xerces.internal.xni.XMLString (java.xml@21.0.11)
 195:           165           2640  java.util.regex.Pattern$BranchConn (java.base@21.0.11)
 196:            82           2624  java.util.regex.Pattern$Curly (java.base@21.0.11)
 197:            81           2592  jdk.jfr.internal.settings.PeriodSetting (jdk.jfr@21.0.11)
 198:           106           2544  java.util.regex.Pattern$Start (java.base@21.0.11)
 199:           157           2512  java.util.regex.Pattern$BitClass (java.base@21.0.11)
 200:           103           2472  [[C (java.base@21.0.11)
 201:            77           2464  java.util.Collections$UnmodifiableSortedMap (java.base@21.0.11)
 202:            77           2464  jdk.jfr.internal.settings.ThresholdSetting (jdk.jfr@21.0.11)
 203:           100           2400  java.util.Collections$SetFromMap (java.base@21.0.11)
 204:            50           2400  jdk.jfr.internal.periodic.JVMEventTask (jdk.jfr@21.0.11)
 205:           148           2368  jdk.proxy1.$Proxy5 (jdk.proxy1)
 206:            16           2304  [Ljava.lang.invoke.MemberName; (java.base@21.0.11)
 207:            95           2280  clojure.lang.Var$TBox
 208:            94           2256  com.sun.org.apache.xerces.internal.util.AugmentationsImpl$SmallContainer (java.xml@21.0.11)
 209:            68           2176  java.lang.invoke.LambdaForm$Kind (java.base@21.0.11)
 210:            53           2120  clojure.spec.alpha$spec_impl$reify__2046
 211:            65           2080  clojure.asm.Type
 212:           128           2048  java.lang.Character (java.base@21.0.11)
 213:            51           2040  com.networknt.schema.keyword.KeywordType
 214:            84           2016  java.util.regex.Pattern$Ques (java.base@21.0.11)
 215:            84           2016  jdk.internal.loader.AbstractClassLoaderValue$Sub (java.base@21.0.11)
 216:            10           2000  com.sun.org.apache.xerces.internal.impl.XMLDTDScannerImpl (java.xml@21.0.11)
 217:           125           2000  jdk.internal.module.SystemModuleFinders$3 (java.base@21.0.11)
 218:            82           1968  sun.reflect.generics.tree.SimpleClassTypeSignature (java.base@21.0.11)
 219:            61           1952  jdk.internal.loader.BuiltinClassLoader$LoadedModule (java.base@21.0.11)
 220:            61           1928  [S (java.base@21.0.11)
 221:            10           1920  com.sun.org.apache.xerces.internal.parsers.XIncludeAwareParserConfiguration (java.xml@21.0.11)
 222:            48           1920  java.io.ObjectStreamField (java.base@21.0.11)
 223:            59           1888  clojure.lang.PersistentTreeMap$BlackVal
 224:            59           1888  jdk.internal.reflect.DirectMethodHandleAccessor (java.base@21.0.11)
 225:            47           1880  java.util.regex.Pattern$Loop (java.base@21.0.11)
 226:            78           1872  java.util.regex.Pattern$CharPropertyGreedy (java.base@21.0.11)
 227:            56           1792  java.util.UUID (java.base@21.0.11)
 228:            56           1792  jdk.jfr.internal.settings.StackTraceSetting (jdk.jfr@21.0.11)
 229:            74           1776  java.util.zip.ZipFile$Source$Key (java.base@21.0.11)
 230:            10           1760  com.sun.org.apache.xerces.internal.impl.dtd.XMLNSDTDValidator (java.xml@21.0.11)
 231:            72           1728  org.apache.tika.mime.MimeType$RootXML
 232:            35           1680  java.lang.invoke.DirectMethodHandle$Accessor (java.base@21.0.11)
 233:            23           1656  sun.net.www.protocol.jar.URLJarFile (java.base@21.0.11)
 234:            41           1640  clojure.lang.PersistentStructMap
 235:            68           1632  clojure.asm.commons.Method
 236:            68           1632  java.security.Provider$UString (java.base@21.0.11)
 237:            40           1600  org.eclipse.jetty.http.HttpMethod
 238:            33           1584  java.time.temporal.ValueRange (java.base@21.0.11)
 239:            66           1584  java.util.concurrent.locks.ReentrantReadWriteLock (java.base@21.0.11)
 240:            98           1568  java.util.WeakHashMap$KeySet (java.base@21.0.11)
 241:            32           1536  clojure.lang.MultiFn
 242:            16           1536  clojure.spec.alpha$every_impl$reify__2241
 243:            32           1536  org.eclipse.jetty.io.ArrayByteBufferPool$RetainedBucket
 244:            32           1536  org.eclipse.jetty.util.ConcurrentPool
 245:            64           1536  org.eclipse.jetty.util.component.ContainerLifeCycle$Bean
 246:            38           1520  com.fasterxml.jackson.databind.MapperFeature
 247:            10           1520  com.sun.org.apache.xerces.internal.impl.XMLEntityManager (java.xml@21.0.11)
 248:            82           1512  [Lsun.reflect.generics.tree.TypeArgument; (java.base@21.0.11)
 249:            94           1504  com.sun.org.apache.xerces.internal.util.AugmentationsImpl (java.xml@21.0.11)
 250:            62           1488  jdk.internal.module.SystemModuleFinders$SystemModuleReader (java.base@21.0.11)
 251:            37           1480  clojure.lang.PersistentTreeMap$RedBranchVal
 252:            30           1440  java.time.temporal.ChronoField (java.base@21.0.11)
 253:            60           1440  jdk.internal.module.ModuleReferenceImpl$CachedHash (java.base@21.0.11)
 254:             1           1400  [[B (java.base@21.0.11)
 255:            35           1400  java.lang.Thread$FieldHolder (java.base@21.0.11)
 256:             1           1376  [Ljdk.internal.math.FDBigInteger; (java.base@21.0.11)
 257:            25           1368  [Lclojure.asm.Type;
 258:            42           1344  com.fasterxml.jackson.databind.util.internal.PrivateMaxEntriesMap$Node
 259:            41           1312  clojure.lang.PersistentTreeMap$RedVal
 260:            82           1312  sun.reflect.generics.tree.ClassTypeSignature (java.base@21.0.11)
 261:             9           1296  [Lorg.eclipse.jetty.util.TreeTrie$Node;
 262:            81           1296  org.eclipse.jetty.util.thread.AutoLock
 263:            39           1280  [Ljava.math.BigInteger; (java.base@21.0.11)
 264:            32           1280  java.math.BigDecimal (java.base@21.0.11)
 265:            39           1248  sun.reflect.annotation.AnnotationType (java.base@21.0.11)
 266:            77           1232  java.util.TreeMap$EntrySet (java.base@21.0.11)
 267:            51           1224  java.util.concurrent.atomic.AtomicLong (java.base@21.0.11)
 268:            50           1200  clojure.core$concat$fn__5579
 269:            10           1200  com.sun.org.apache.xerces.internal.jaxp.SAXParserImpl$JAXPSAXParser (java.xml@21.0.11)
 270:            74           1184  sun.nio.fs.UnixFileAttributes$UnixAsBasicFileAttributes (java.base@21.0.11)
 271:            24           1152  com.fasterxml.jackson.databind.type.SimpleType
 272:            48           1152  java.util.LinkedHashMap$LinkedEntrySet (java.base@21.0.11)
 273:            71           1136  jdk.proxy1.$Proxy6 (jdk.proxy1)
 274:            47           1128  java.util.regex.Pattern$Prolog (java.base@21.0.11)
 275:            28           1120  java.util.EnumMap (java.base@21.0.11)
 276:            20           1112  [Ljdk.xml.internal.JdkProperty$State; (java.xml@21.0.11)
 277:             1           1112  [Lsun.security.util.KnownOIDs; (java.base@21.0.11)
 278:            45           1096  [Lcom.fasterxml.jackson.databind.JavaType;
 279:            34           1088  java.util.RegularEnumSet (java.base@21.0.11)
 280:            45           1080  java.lang.RuntimePermission (java.base@21.0.11)
 281:            67           1072  java.util.HashMap$EntrySet (java.base@21.0.11)
 282:            33           1056  clojure.lang.ArraySeq
 283:            66           1056  java.util.concurrent.locks.ReentrantReadWriteLock$ReadLock (java.base@21.0.11)
 284:            66           1056  java.util.concurrent.locks.ReentrantReadWriteLock$Sync$ThreadLocalHoldCounter (java.base@21.0.11)
 285:            66           1056  java.util.concurrent.locks.ReentrantReadWriteLock$WriteLock (java.base@21.0.11)
 286:             1           1040  [Ljava.lang.Byte; (java.base@21.0.11)
 287:             1           1040  [Ljava.lang.Integer; (java.base@21.0.11)
 288:             1           1040  [Ljava.lang.Long; (java.base@21.0.11)
 289:             1           1040  [Ljava.lang.Short; (java.base@21.0.11)
 290:            42           1032  [Ljava.lang.reflect.Type; (java.base@21.0.11)
 291:            32           1024  clojure.lang.Atom
 292:            64           1024  java.util.regex.Pattern$$Lambda/0x800000030 (java.base@21.0.11)
 293:            32           1024  org.eclipse.jetty.io.internal.QueuedPool
 294:            32           1024  taoensso.encore$alias_link_var$fn__15759
 295:            42           1008  com.fasterxml.jackson.databind.util.internal.PrivateMaxEntriesMap$WeightedValue
 296:            42           1008  java.util.concurrent.ConcurrentLinkedQueue$Node (java.base@21.0.11)
 297:            25           1000  java.lang.invoke.VarHandle$AccessDescriptor (java.base@21.0.11)
 298:            31            992  com.sun.org.apache.xerces.internal.util.XMLResourceIdentifierImpl (java.xml@21.0.11)
 299:            31            992  java.lang.invoke.VarHandle$AccessMode (java.base@21.0.11)
 300:            62            992  java.util.Collections$UnmodifiableMap$UnmodifiableEntrySet (java.base@21.0.11)
 301:            33            984  [Ljava.lang.annotation.ElementType; (java.base@21.0.11)
 302:            41            984  clojure.lang.MethodImplCache$Entry
 303:            30            960  com.fasterxml.jackson.databind.DeserializationFeature
 304:            10            960  com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDProcessor (java.xml@21.0.11)
 305:            20            960  java.lang.invoke.MethodHandleImpl$AsVarargsCollector (java.base@21.0.11)
 306:            40            960  java.util.concurrent.ConcurrentLinkedQueue (java.base@21.0.11)
 307:            40            960  java.util.regex.Pattern$Dollar (java.base@21.0.11)
 308:            59            944  jdk.jfr.internal.periodic.LookupKey (jdk.jfr@21.0.11)
 309:            58            928  java.util.concurrent.atomic.AtomicInteger (java.base@21.0.11)
 310:            29            928  jdk.jfr.internal.event.EventConfiguration (jdk.jfr@21.0.11)
 311:            23            920  java.lang.reflect.AccessFlag (java.base@21.0.11)
 312:            28            904  [Ljava.time.format.DateTimeFormatterBuilder$DateTimePrinterParser; (java.base@21.0.11)
 313:            16            896  java.lang.invoke.DirectMethodHandle$StaticAccessor (java.base@21.0.11)
 314:            22            880  com.sun.org.apache.xerces.internal.impl.dtd.XMLSimpleType (java.xml@21.0.11)
 315:            27            864  com.fasterxml.jackson.databind.SerializationFeature
 316:            18            864  java.lang.invoke.BoundMethodHandle$Species_LLL (java.base@21.0.11)
 317:            36            864  java.lang.invoke.Invokers (java.base@21.0.11)
 318:             7            856  [D (java.base@21.0.11)
 319:             5            848  [Lcom.fasterxml.jackson.core.sym.CharsToNameCanonicalizer$Bucket;
 320:            21            840  com.sun.org.apache.xerces.internal.impl.dtd.XMLEntityDecl (java.xml@21.0.11)
 321:            21            840  org.eclipse.jetty.http.PreEncodedHttpField
 322:            34            816  clojure.spec.alpha$regex_spec_impl$reify__2496
 323:            25            800  java.util.concurrent.ConcurrentHashMap$ForwardingNode (java.base@21.0.11)
 324:            25            800  sun.nio.fs.UnixFileKey (java.base@21.0.11)
 325:            19            792  [Ljava.lang.invoke.MethodType; (java.base@21.0.11)
 326:            33            792  java.lang.ProcessEnvironment$Value (java.base@21.0.11)
 327:            33            792  java.lang.ProcessEnvironment$Variable (java.base@21.0.11)
 328:            33            792  java.security.Permissions (java.base@21.0.11)
 329:            33            792  sun.security.util.LazyCodeSourcePermissionCollection (java.base@21.0.11)
 330:             2            768  [Lorg.eclipse.jetty.http.HttpHeader;
 331:            24            768  clojure.lang.MapEntry
 332:            32            768  java.util.jar.Manifest (java.base@21.0.11)
 333:            16            768  org.eclipse.jetty.http.MimeTypes$Type
 334:            32            768  org.eclipse.jetty.io.ArrayByteBufferPool$RetainedBucket$BucketCompoundPool
 335:            19            760  com.sun.org.apache.xerces.internal.utils.XMLSecurityManager (java.xml@21.0.11)
 336:            31            744  java.security.BasicPermissionCollection (java.base@21.0.11)
 337:            31            744  java.security.Provider$EngineDescription (java.base@21.0.11)
 338:            31            744  java.util.regex.Pattern$CharProperty (java.base@21.0.11)
 339:            46            736  org.apache.tika.mime.OrClause
 340:            13            728  com.fasterxml.jackson.databind.type.CollectionType
 341:             9            720  [Ljava.lang.ThreadLocal$ThreadLocalMap$Entry; (java.base@21.0.11)
 342:            10            720  com.sun.org.apache.xerces.internal.impl.XMLEntityScanner (java.xml@21.0.11)
 343:            30            720  com.sun.org.apache.xerces.internal.util.SymbolTable$Entry (java.xml@21.0.11)
 344:            30            720  java.lang.Double (java.base@21.0.11)
 345:            15            720  java.lang.invoke.VarHandleReferences$FieldInstanceReadWrite (java.base@21.0.11)
 346:            22            704  com.fasterxml.jackson.databind.type.TypeBindings
 347:            22            704  java.lang.reflect.ClassFileFormatVersion (java.base@21.0.11)
 348:            43            688  java.util.Collections$UnmodifiableSet (java.base@21.0.11)
 349:            17            680  java.time.format.DateTimeFormatter (java.base@21.0.11)
 350:            21            672  [Lcom.sun.org.apache.xerces.internal.util.XMLAttributesImpl$Attribute; (java.xml@21.0.11)
 351:            14            672  clojure.spec.alpha$or_spec_impl$reify__2105
 352:            28            672  java.time.format.DateTimeFormatterBuilder$CompositePrinterParser (java.base@21.0.11)
 353:            28            672  jdk.internal.org.objectweb.asm.commons.Method (java.base@21.0.11)
 354:            27            648  clojure.lang.Var$Frame
 355:            20            640  com.fasterxml.jackson.core.JsonParser$Feature
 356:             8            640  com.fasterxml.jackson.databind.util.internal.PrivateMaxEntriesMap
 357:            20            640  java.util.Stack (java.base@21.0.11)
 358:            40            640  java.util.regex.Pattern$Begin (java.base@21.0.11)
 359:             8            640  sun.nio.ch.EPollSelectorImpl (java.base@21.0.11)
 360:             3            624  [Ljava.lang.invoke.LambdaForm; (java.base@21.0.11)
 361:            19            624  [Ljava.lang.invoke.LambdaFormEditor$Transform; (java.base@21.0.11)
 362:            13            624  com.fasterxml.jackson.core.JsonToken
 363:            26            624  java.time.Duration (java.base@21.0.11)
 364:            11            616  com.sun.org.apache.xerces.internal.util.XMLAttributesIteratorImpl (java.xml@21.0.11)
 365:            19            608  java.time.format.DateTimeFormatterBuilder$NumberPrinterParser (java.base@21.0.11)
 366:            19            608  sun.reflect.generics.reflectiveObjects.TypeVariableImpl (java.base@21.0.11)
 367:             5            600  [Ljava.lang.ClassValue$Entry; (java.base@21.0.11)
 368:            25            600  java.time.LocalTime (java.base@21.0.11)
 369:            25            600  sun.reflect.generics.reflectiveObjects.ParameterizedTypeImpl (java.base@21.0.11)
 370:             8            576  org.eclipse.jetty.io.ManagedSelector
 371:             8            576  org.eclipse.jetty.util.thread.strategy.AdaptiveExecutionStrategy
 372:            18            576  sun.nio.fs.UnixPath (java.base@21.0.11)
 373:             7            560  clojure.spec.alpha$map_spec_impl$reify__1984
 374:            10            560  com.sun.org.apache.xerces.internal.jaxp.SAXParserImpl (java.xml@21.0.11)
 375:            10            560  java.lang.invoke.BoundMethodHandle$Species_LLLLL (java.base@21.0.11)
